reading_id,session_date,phone_clock,graph_clock,capture_type,channel_graph_header,channel_list_label,paired_with,gear,load,thermal,coolant_c,ac,rpm_at_capture,value,value_min,value_max,span,units,reading_method,admissible,epoch,notes,source,msg,captured_at,exif_session,minutes_from_start,value_num,min_num,max_num,span_num,rpm_num,coolant_num,is_admissible,epoch_by_time,channel
PART2-0099,2026-09-04,unknown,unknown,calculation,n/a,Frequency - Observed idle oscillation,unknown,unknown,idle,warm,unknown,unknown,650,0.28,unknown,unknown,unknown,Hz,curve_read,yes,pre_purge_valve,"Arithmetic at 650 rpm, used by the assistant to argue nothing rotating moves at 0.28 Hz. That argument was later narrowed at [143] - it holds for rotating parts but not for actuated or fluttering components.; A/C state not confirmed by owner; requested but never stated",[140];[143],140,2026-09-04 23:22:16,EX06,56.08,0.28,,,,650.0,,1,pre_purge_valve,n/a
PART2-0100,2026-09-04,unknown,unknown,graph_paired,Variable camshaft actual advance #1,Variable camshaft actual advance #1,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,-0.06,0.00,0.06,deg,curve_read,yes,pre_purge_valve,"Axis spans six hundredths of a degree; the two values are adjacent quantisation steps, and the dense vertical lines are the same auto-scale artifact as the purge graph. Phaser parked. Intake bank 1 only - one of four phasers.; A/C state not confirmed by owner; requested but never stated",[145],145,2026-09-04 23:34:18,EX07,68.12,,-0.06,0.0,0.06,,,1,pre_purge_valve,Variable camshaft actual advance #1
PART2-0101,2026-09-04,unknown,unknown,graph_paired,MAF air flow rate,MAF air flow rate,PART2-0102,unknown,idle,warm,unknown,unknown,unknown,3.01,unknown,unknown,0.05,g/s,curve_read,yes,pre_purge_valve,"Trace varies about 0.05 g/s, roughly 1.7 %, essentially flat. Graph AXIS range was 2.97-3.08 g/s - that is the axis, not the trace, and the trace min/max were never stated. Axis range 2.97-3.08. MAF varies about 0.05 g/s, roughly 1.7 %, essentially flat. Assistant flagged 3.0 g/s at 650 rpm as low-side of expectation (guessed 5-6) and queued a MAF linearity check at 1300-1500 rpm.; A/C state not confirmed by owner; requested but never stated",[151],151,2026-09-04 23:42:37,EX08,76.43,3.01,,,0.05,,,1,pre_purge_valve,MAF air flow rate
PART2-0102,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART2-0101,unknown,idle,warm,unknown,unknown,unknown,unknown,unknown,unknown,5.4,% of rpm,curve_read,yes,pre_purge_valve,RPM swings 5.4 % in the same windows while MAF varies 1.7 %.; A/C state not confirmed by owner; requested but never stated,[151],151,2026-09-04 23:42:37,EX08,76.43,,,,5.4,,,1,pre_purge_valve,Engine RPM
PART2-0103,2026-09-04,unknown,unknown,graph_paired,Commanded throttle actuator,Commanded throttle actuator,PART2-0104;PART2-0105,unknown,idle,warm,unknown,unknown,unknown,1.57,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,"Flat, min = max, on a wide axis 0.6-2.57 %.; A/C state not confirmed by owner; requested but never stated",[153],153,2026-09-04 23:47:51,EX08,81.67,1.57,,,,,,1,pre_purge_valve,Commanded throttle actuator
PART2-0104,2026-09-04,unknown,unknown,graph_paired,Commanded throttle actuator,Commanded throttle actuator,PART2-0103;PART2-0105,unknown,idle,warm,unknown,unknown,unknown,1.18,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,"Later in the same set the command steps once to 1.18 % and holds, min = max again. 1.57 and 1.18 are exactly one LSB apart (0.392 % resolution) - a single slow drift step, not oscillation. Mirrors the actual throttle drift 7.24 -> 7.15 deg.; A/C state not confirmed by owner; requested but never stated",[153],153,2026-09-04 23:47:51,EX08,81.67,1.18,,,,,,1,pre_purge_valve,Commanded throttle actuator
PART2-0105,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART2-0103;PART2-0104,unknown,idle,warm,unknown,unknown,unknown,unknown,623,674,51,rpm,curve_read,yes,pre_purge_valve,"Assistant called this the clearest rpm trace yet: very regular oscillation, period about 3.5-4 s.; A/C state not confirmed by owner; requested but never stated",[153],153,2026-09-04 23:47:51,EX08,81.67,,623.0,674.0,51.0,,,1,pre_purge_valve,Engine RPM
PART2-0106,2026-09-04,unknown,unknown,graph_paired,Calculated engine load value,Calculated engine load value,unknown,unknown,idle,warm,unknown,unknown,unknown,28,unknown,unknown,1,%,curve_read,yes,pre_purge_valve,"Oscillates with rpm at the same ~3.5 s period, amplitude about 1 percentage point on ~28 %, toggling across 2-3 LSBs (0.39 % steps). Not an independent witness - calculated load is PCM arithmetic on MAF, rpm, baro and IAT, so with MAF constant and rpm swinging it must swing.; A/C state not confirmed by owner; requested but never stated",[155],155,2026-09-04 23:51:06,EX08,84.92,28.0,,,1.0,,,1,pre_purge_valve,Calculated engine load value
PART2-0107,2026-09-04,unknown,unknown,graph_paired,Lambda,Lambda,PART2-0108,unknown,idle,warm,unknown,unknown,unknown,unknown,0.98,1.02,0.04,lambda,curve_read,yes,pre_purge_valve,"Clean smooth large sine waves filling the axis - not rounding steps. A +/-2 % mixture swing at a ~3.4 s period, the same period as the rpm. Overturned the earlier 'fuel control eliminated' claim.; A/C state not confirmed by owner; requested but never stated",[157],157,2026-09-04 23:54:28,EX08,88.28,,0.98,1.02,0.04,,,1,pre_purge_valve,Lambda
PART2-0108,2026-09-04,unknown,unknown,graph_paired,Air:fuel ratio,Air:fuel ratio,PART2-0107,unknown,idle,warm,unknown,unknown,unknown,unknown,14.37,14.97,0.60,AFR,curve_read,yes,pre_purge_valve,Same swing expressed as AFR. 11 screenshots covering both lambda and air:fuel.; A/C state not confirmed by owner; requested but never stated,[157],157,2026-09-04 23:54:28,EX08,88.28,,14.37,14.97,0.6,,,1,pre_purge_valve,Air:fuel ratio
PART2-0109,2026-09-04,unknown,unknown,graph_paired,ECU voltage,ECU voltage,unknown,unknown,idle,warm,unknown,unknown,unknown,12.62,12.39,12.82,0.43,V,unknown,unknown,pre_purge_valve,"Assistant quoted 'Min 12.39, max 12.82, average 12.62-12.67 across all four captures' - source field vs curve not stated. Engine running. Contrasts with 13.76/14.0/13.8 V earlier in the same session. Trace swings 0.43 V p2p with rapid irregular spikes, about 3.4 % of 12.6 V.; A/C state not confirmed by owner; requested but never stated",[161],161,2026-09-04 23:59:17,EX08,93.1,12.62,12.39,12.82,0.43,,,0,pre_purge_valve,ECU voltage
PART2-0110,2026-09-04,unknown,unknown,graph_paired,ECU voltage,ECU voltage,unknown,unknown,idle,warm,unknown,unknown,unknown,12.67,unknown,unknown,unknown,V,unknown,unknown,pre_purge_valve,Upper end of the quoted average range across the captures.; A/C state not confirmed by owner; requested but never stated,[161],161,2026-09-04 23:59:17,EX08,93.1,12.67,,,,,,0,pre_purge_valve,ECU voltage
PART2-0111,2026-09-04,unknown,unknown,graph_paired,Fuel/Air com. ratio,Fuel/Air commanded equivalence ratio,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,14.41,14.86,0.45,AFR,curve_read,yes,pre_purge_valve,"A clean square wave toggling between exactly two values, nothing in between, period roughly 3.5-4 s. The PCM is COMMANDING the mixture swing; measured lambda/AFR is that square wave filtered by exhaust mixing and sensor response. Assistant identified it as deliberate catalyst dither, but unusually slow (0.28 Hz vs a typical 1-2 Hz).; A/C state not confirmed by owner; requested but never stated",[163],163,2026-09-05 00:03:35,EX08,97.4,,14.41,14.86,0.45,,,1,pre_purge_valve,Fuel/Air com. ratio
PART2-0112,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B1),Oxygen sensor 2 Bank 1 Voltage,unknown,unknown,idle,warm,unknown,unknown,unknown,0.58,0.17,0.82,0.65,V,curve_read,yes,pre_purge_valve,"Downstream bank 1 swinging full range in clean sweeps at the same 3.5-4 s period, average 0.58-0.63. Sensor itself clearly not lazy - full transitions in under a second. 6 screenshots.; A/C state not confirmed by owner; requested but never stated",[165],165,2026-09-05 00:11:41,EX09,105.5,0.58,0.17,0.82,0.65,,,1,pre_purge_valve,O2S2 volt. (B1)
PART2-0113,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B1),Oxygen sensor 2 Bank 1 Voltage,unknown,unknown,idle,warm,unknown,unknown,unknown,0.63,unknown,unknown,unknown,V,curve_read,yes,pre_purge_valve,Upper end of the quoted average range.; A/C state not confirmed by owner; requested but never stated,[165],165,2026-09-05 00:11:41,EX09,105.5,0.63,,,,,,1,pre_purge_valve,O2S2 volt. (B1)
PART2-0114,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B1),Oxygen sensor 2 Bank 1 Voltage,unknown,unknown,idle,warm,unknown,unknown,unknown,0.60,0.18,unknown,unknown,V,curve_read,yes,pre_purge_valve,"Restated in the bank-comparison table at [171]: avg 0.60, min 0.18.; A/C state not confirmed by owner; requested but never stated",[171],171,2026-09-05 00:26:48,EX10,120.62,0.6,0.18,,,,,1,pre_purge_valve,O2S2 volt. (B1)
PART2-0115,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B1),Oxygen sensor 2 Bank 1 Voltage,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,0.17,0.82,unknown,V,curve_read,yes,pre_purge_valve,"Restated at [167] as typical minimum 0.17-0.22 and maximum 0.80-0.82, shape symmetric full swing.; A/C state not confirmed by owner; requested but never stated",[167],167,2026-09-05 00:14:16,EX09,108.08,,0.17,0.82,,,,1,pre_purge_valve,O2S2 volt. (B1)
PART2-0116,2026-09-04,unknown,unknown,value_read,unknown,Catalyst temperature,unknown,unknown,idle,warm,unknown,unknown,unknown,458,unknown,unknown,unknown,degC,value_read,yes,pre_purge_valve,"Quoted at [165] alongside the note that the truck had been idling nearly an hour, which cools a catalyst and reduces its oxygen storage.; A/C state not confirmed by owner; requested but never stated",[165],165,2026-09-05 00:11:41,EX09,105.5,458.0,,,,,,1,pre_purge_valve,unknown
PART2-0117,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B2),Oxygen sensor 2 Bank 2 Voltage,unknown,unknown,idle,warm,unknown,unknown,unknown,0.70,0.30,0.83,0.53,V,curve_read,yes,pre_purge_valve,"Downstream bank 2: average 0.70-0.72, typical minimum 0.30-0.39, maximum 0.80-0.83. Shape biased high with shallower dips - spends most of its time at 0.78-0.80. 4 screenshots.; A/C state not confirmed by owner; requested but never stated",[167],167,2026-09-05 00:14:16,EX09,108.08,0.7,0.3,0.83,0.53,,,1,pre_purge_valve,O2S2 volt. (B2)
PART2-0118,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B2),Oxygen sensor 2 Bank 2 Voltage,unknown,unknown,idle,warm,unknown,unknown,unknown,0.72,unknown,unknown,unknown,V,curve_read,yes,pre_purge_valve,Upper end of the quoted average range.; A/C state not confirmed by owner; requested but never stated,[167],167,2026-09-05 00:14:16,EX09,108.08,0.72,,,,,,1,pre_purge_valve,O2S2 volt. (B2)
PART2-0119,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B2),Oxygen sensor 2 Bank 2 Voltage,unknown,unknown,idle,warm,unknown,unknown,unknown,0.71,0.35,unknown,unknown,V,curve_read,yes,pre_purge_valve,"Restated in the bank-comparison table at [171]: avg 0.71, min 0.35.; A/C state not confirmed by owner; requested but never stated",[171],171,2026-09-05 00:26:48,EX10,120.62,0.71,0.35,,,,,1,pre_purge_valve,O2S2 volt. (B2)
PART2-0120,2026-09-04,unknown,unknown,graph_paired,O2S1 air:fuel,Oxygen sensor 1 Wide Range Equivalence ratio,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,14.41,15.05,0.64,AFR,curve_read,yes,pre_purge_valve,"Upstream bank 1, healthy and fast: clean transitions in well under a second, tracking the commanded dither with the small overshoot expected from transport delay. 5 screenshots.; A/C state not confirmed by owner; requested but never stated",[169],169,2026-09-05 00:16:45,EX09,110.57,,14.41,15.05,0.64,,,1,pre_purge_valve,O2S1 air:fuel
PART2-0121,2026-09-04,unknown,unknown,graph_paired,O2S1 air:fuel,Oxygen sensor 1 Wide Range Equivalence ratio,unknown,unknown,idle,warm,unknown,unknown,unknown,14.65,unknown,unknown,unknown,AFR,app_minmaxavg,no,pre_purge_valve,Average quoted in the bank-comparison table at [171]. Averages of this kind come from the app's session-cumulative Avg field.; A/C state not confirmed by owner; requested but never stated,[171],171,2026-09-05 00:26:48,EX10,120.62,14.65,,,,,,0,pre_purge_valve,O2S1 air:fuel
PART2-0122,2026-09-04,unknown,unknown,graph_paired,O2S1 air:fuel,Oxygen sensor 1 Wide Range Equivalence ratio,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,14.41,15.05,unknown,AFR,app_minmaxavg,no,pre_purge_valve,"Per-window figures restated in the compaction summary: min 14.41-14.45, avg 14.64-14.67, max 14.95-15.05.; A/C state not confirmed by owner; requested but never stated",[173],173,,,,,14.41,15.05,,,,0,unknown,O2S1 air:fuel
PART2-0123,2026-09-04,unknown,unknown,graph_paired,O2S5 air:fuel,Oxygen sensor 5 Wide Range Equivalence ratio,PART2-0128,unknown,idle,warm,unknown,unknown,unknown,unknown,14.35,15.23,0.88,AFR,curve_read,yes,pre_purge_valve,"Upstream bank 2, identical in character to bank 1: same period, same clean fast transitions. 7 screenshots.; A/C state not confirmed by owner; requested but never stated",[171],171,2026-09-05 00:26:48,EX10,120.62,,14.35,15.23,0.88,,,1,pre_purge_valve,O2S5 air:fuel
PART2-0124,2026-09-04,unknown,unknown,graph_paired,O2S5 air:fuel,Oxygen sensor 5 Wide Range Equivalence ratio,unknown,unknown,idle,warm,unknown,unknown,unknown,14.68,14.66,14.70,unknown,AFR,app_minmaxavg,no,pre_purge_valve,Average range quoted across the windows (14.66-14.70); the single figure 14.68 is used in the bank-comparison table.; A/C state not confirmed by owner; requested but never stated,[171],171,2026-09-05 00:26:48,EX10,120.62,14.68,14.66,14.7,,,,0,pre_purge_valve,O2S5 air:fuel
PART2-0125,2026-09-04,unknown,4:32,graph_paired,O2S5 air:fuel,Oxygen sensor 5 Wide Range Equivalence ratio,PART2-0126,unknown,idle,warm,unknown,unknown,715,unknown,14.12,15.23,unknown,AFR,curve_read,yes,pre_purge_valve,"Excursion to 15.23/14.12 caused by an rpm spike to 715 - a transient, not sensor behaviour.; A/C state not confirmed by owner; requested but never stated",[171],171,2026-09-05 00:26:48,EX10,120.62,,14.12,15.23,,715.0,,1,pre_purge_valve,O2S5 air:fuel
PART2-0126,2026-09-04,unknown,4:32,graph_paired,Engine RPM,Engine RPM,PART2-0125,unknown,idle,warm,unknown,unknown,unknown,715,unknown,unknown,unknown,rpm,curve_read,yes,pre_purge_valve,RPM spike coincident with the O2S5 excursion.; A/C state not confirmed by owner; requested but never stated,[171],171,2026-09-05 00:26:48,EX10,120.62,715.0,,,,,,1,pre_purge_valve,Engine RPM
PART2-0127,2026-09-04,unknown,unknown,graph_paired,O2S5 air:fuel,Oxygen sensor 5 Wide Range Equivalence ratio,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,14.35,15.23,unknown,AFR,app_minmaxavg,no,pre_purge_valve,"Per-window figures restated in the compaction summary: min 14.35-14.43, avg 14.66-14.70, max 15.01-15.23.; A/C state not confirmed by owner; requested but never stated",[173],173,,,,,14.35,15.23,,,,0,unknown,O2S5 air:fuel
PART2-0128,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART2-0123,unknown,idle,warm,unknown,unknown,unknown,unknown,616,679,63,rpm,app_minmaxavg,no,pre_purge_valve,"RPM in the O2S5 windows, restated in the compaction summary: 616-679, avg 647-657.; A/C state not confirmed by owner; requested but never stated",[173],173,,,,,616.0,679.0,63.0,,,0,unknown,Engine RPM
PART2-0129,2026-09-04,12:48-12:51,21:20-23:55,graph_paired,Short term fuel % trim - Bank 2,Short term fuel % trim - Bank 2,unknown,unknown,idle,warm,unknown,unknown,unknown,3.5,3.13,3.91,0.78,%,curve_read,yes,pre_purge_valve,"Rock-consistent across all nine windows: steps between the adjacent quantisation codes 3.13 and 3.91, so the true value is about +3.5 %. Excursions to 5.47 and 6.25, dips to 1.56.; A/C state not confirmed by owner; requested but never stated",[179],179,2026-09-05 00:48:34,EX11,142.38,3.5,3.13,3.91,0.78,,,1,pre_purge_valve,Short term fuel % trim - Bank 2
PART2-0130,2026-09-04,12:48-12:51,21:20-23:55,graph_paired,Short term fuel % trim - Bank 2,Short term fuel % trim - Bank 2,unknown,unknown,idle,warm,unknown,unknown,unknown,6.25,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,Highest excursion seen in the nine windows.; A/C state not confirmed by owner; requested but never stated,[179],179,2026-09-05 00:48:34,EX11,142.38,6.25,,,,,,1,pre_purge_valve,Short term fuel % trim - Bank 2
PART2-0131,2026-09-04,12:48-12:51,21:20-23:55,graph_paired,Short term fuel % trim - Bank 2,Short term fuel % trim - Bank 2,unknown,unknown,idle,warm,unknown,unknown,unknown,5.47,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,Second excursion value quoted.; A/C state not confirmed by owner; requested but never stated,[179],179,2026-09-05 00:48:34,EX11,142.38,5.47,,,,,,1,pre_purge_valve,Short term fuel % trim - Bank 2
PART2-0132,2026-09-04,12:48-12:51,21:20-23:55,graph_paired,Short term fuel % trim - Bank 2,Short term fuel % trim - Bank 2,unknown,unknown,idle,warm,unknown,unknown,unknown,1.56,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,Lowest dip quoted.; A/C state not confirmed by owner; requested but never stated,[179],179,2026-09-05 00:48:34,EX11,142.38,1.56,,,,,,1,pre_purge_valve,Short term fuel % trim - Bank 2
PART2-0133,2026-09-04,12:48-12:51,21:20-23:55,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,unknown,unknown,idle,warm,unknown,unknown,unknown,0,-0.9,1.6,2.5,%,curve_read,yes,pre_purge_valve,"Bank 1 baseline restated at [179] for comparison, taken from the earlier Set A session - NOT captured in the same window as bank 2. The assistant later ruled this cross-session comparison inadmissible.; A/C state not confirmed by owner; requested but never stated",[179],179,2026-09-05 00:48:34,EX11,142.38,0.0,-0.9,1.6,2.5,,,1,pre_purge_valve,Short term fuel % trim - Bank 1
PART2-0134,2026-09-04,12:48-12:51,21:20-23:55,calculation,n/a,Graph axis width (settled),unknown,unknown,idle,warm,unknown,unknown,unknown,15,unknown,unknown,unknown,s,curve_read,yes,pre_purge_valve,"Graph clock ran 21:20 -> 23:55 (2 min 35 s) while the phone clock ran 12:48 -> 12:51 (~3 min). Axis is MM:SS, gridlines 5 s, screen ~15 s wide. Settles the timebase question by two independent clocks.; A/C state not confirmed by owner; requested but never stated",[179],179,2026-09-05 00:48:34,EX11,142.38,15.0,,,,,,1,pre_purge_valve,n/a
PART3-0001,2026-09-04,10:26-10:33,unknown,value_read,unknown,Vehicle Battery Voltage,unknown,unknown,idle,warm,unknown,unknown,unknown,13.8,unknown,unknown,unknown,V,value_read,yes,pre_purge_valve,"BCM reading; assistant read it as Ford smart charging, not a failed alternator",[183];[186],183,2026-09-04 22:26:11,EX01,0.0,13.8,,,,,,1,pre_purge_valve,unknown
PART3-0002,2026-09-04,10:26-10:33,unknown,value_read,unknown,Vehicle Battery Current,unknown,unknown,idle,warm,unknown,unknown,unknown,1,unknown,unknown,unknown,A,value_read,yes,pre_purge_valve,1 A going into a battery at 88 percent SoC,[183];[186],183,2026-09-04 22:26:11,EX01,0.0,1.0,,,,,,1,pre_purge_valve,unknown
PART3-0003,2026-09-04,10:26-10:33,unknown,value_read,unknown,Battery SoC,unknown,unknown,idle,warm,unknown,unknown,unknown,88,unknown,unknown,unknown,%,value_read,yes,pre_purge_valve,unknown,[183];[186],183,2026-09-04 22:26:11,EX01,0.0,88.0,,,,,,1,pre_purge_valve,unknown
PART3-0004,2026-09-04,10:31,unknown,value_read,unknown,Short term fuel % trim - Bank 1,PART3-0005,unknown,idle,warm,unknown,unknown,unknown,0.78,unknown,unknown,unknown,%,value_read,yes,pre_purge_valve,First of two screens taken seconds apart at 10:31; assistant later noted this session cannot be compared with the 12:48-12:51 graph session,[183];[186],183,2026-09-04 22:26:11,EX01,0.0,0.78,,,,,,1,pre_purge_valve,unknown
PART3-0005,2026-09-04,10:31,unknown,value_read,unknown,Short term fuel % trim - Bank 2,PART3-0004,unknown,idle,warm,unknown,unknown,unknown,0,unknown,unknown,unknown,%,value_read,yes,pre_purge_valve,First of two screens taken seconds apart at 10:31,[183];[186],183,2026-09-04 22:26:11,EX01,0.0,0.0,,,,,,1,pre_purge_valve,unknown
PART3-0006,2026-09-04,10:31,unknown,value_read,unknown,Short term fuel % trim - Bank 1,unknown,unknown,idle,warm,unknown,unknown,unknown,3.13,unknown,unknown,unknown,%,value_read,yes,pre_purge_valve,Second screen seconds later; assistant used this to walk back the claimed bank offset,[183];[186],183,2026-09-04 22:26:11,EX01,0.0,3.13,,,,,,1,pre_purge_valve,unknown
PART3-0007,2026-09-04,10:26-10:33,unknown,value_read,unknown,Catalyst temperature Bank 1 Sensor 1,PART3-0008,unknown,idle,warm,unknown,unknown,unknown,458.9,unknown,unknown,unknown,degC,value_read,yes,pre_purge_valve,Identical to bank 2,[183];[187],183,2026-09-04 22:26:11,EX01,0.0,458.9,,,,,,1,pre_purge_valve,unknown
PART3-0008,2026-09-04,10:26-10:33,unknown,value_read,unknown,Catalyst temperature Bank 2 Sensor 1,PART3-0007,unknown,idle,warm,unknown,unknown,unknown,458.9,unknown,unknown,unknown,degC,value_read,yes,pre_purge_valve,Identical to bank 1,[183];[187],183,2026-09-04 22:26:11,EX01,0.0,458.9,,,,,,1,pre_purge_valve,unknown
PART3-0009,2026-09-04,10:26-10:33,unknown,value_read,unknown,Knock retard,unknown,unknown,idle,warm,unknown,unknown,unknown,0,unknown,unknown,unknown,deg,value_read,yes,pre_purge_valve,No knock; assistant removed it from the graphing list,[183];[187],183,2026-09-04 22:26:11,EX01,0.0,0.0,,,,,,1,pre_purge_valve,unknown
PART3-0010,2026-09-04,10:26-10:33,unknown,value_read,unknown,Barometric pressure,unknown,unknown,idle,warm,unknown,unknown,unknown,blank,unknown,unknown,unknown,kPa,value_read,no,pre_purge_valve,Channel returns blank on this vehicle - not supported,[183];[187];[190],183,2026-09-04 22:26:11,EX01,0.0,,,,,,,0,pre_purge_valve,unknown
PART3-0011,2026-09-04,10:26-10:33,unknown,value_read,unknown,Manifold absolute pressure (high resolution),unknown,unknown,idle,warm,unknown,unknown,unknown,blank,unknown,unknown,unknown,kPa,value_read,no,pre_purge_valve,Channel returns blank on this vehicle - not supported,[183];[187];[190],183,2026-09-04 22:26:11,EX01,0.0,,,,,,,0,pre_purge_valve,unknown
PART3-0012,2026-09-04,10:26-10:33,unknown,value_read,unknown,Absolute pedal position D,PART3-0013,unknown,idle,warm,unknown,unknown,unknown,14.9,unknown,unknown,unknown,%,value_read,yes,pre_purge_valve,Foot off the pedal - normal resting value,[183];[187],183,2026-09-04 22:26:11,EX01,0.0,14.9,,,,,,1,pre_purge_valve,unknown
PART3-0013,2026-09-04,10:26-10:33,unknown,value_read,unknown,Absolute pedal position E,PART3-0012,unknown,idle,warm,unknown,unknown,unknown,7.45,unknown,unknown,unknown,%,value_read,yes,pre_purge_valve,Foot off the pedal - normal resting value,[183];[187],183,2026-09-04 22:26:11,EX01,0.0,7.45,,,,,,1,pre_purge_valve,unknown
PART3-0014,2026-09-04,10:26-10:33,unknown,value_read,unknown,PCM Odometer,unknown,unknown,idle,warm,unknown,unknown,unknown,131313,unknown,unknown,unknown,km,value_read,yes,pre_purge_valve,Matches the dash,[183];[187],183,2026-09-04 22:26:11,EX01,0.0,131313.0,,,,,,1,pre_purge_valve,unknown
PART3-0015,2026-09-04,10:26-10:33,unknown,value_read,unknown,ATF temperature,unknown,unknown,idle,warm,unknown,unknown,unknown,87.13,unknown,unknown,unknown,degC,value_read,yes,pre_purge_valve,Transmission fluid normal,[183],183,2026-09-04 22:26:11,EX01,0.0,87.13,,,,,,1,pre_purge_valve,unknown
PART3-0016,2026-09-04,10:26-10:33,unknown,value_read,unknown,Ambient air temperature,PART3-0017,unknown,idle,warm,unknown,unknown,unknown,37,unknown,unknown,unknown,degC,value_read,yes,pre_purge_valve,Only 1 degree apart from intake air after 37 min idling - no heat soak,[183],183,2026-09-04 22:26:11,EX01,0.0,37.0,,,,,,1,pre_purge_valve,unknown
PART3-0017,2026-09-04,10:26-10:33,unknown,value_read,unknown,Intake air temperature,PART3-0016,unknown,idle,warm,unknown,unknown,unknown,38,unknown,unknown,unknown,degC,value_read,yes,pre_purge_valve,Only 1 degree above ambient after 37 min idling,[183],183,2026-09-04 22:26:11,EX01,0.0,38.0,,,,,,1,pre_purge_valve,unknown
PART3-0018,2026-09-04,10:26-10:33,unknown,value_read,unknown,Gear (AT),unknown,unknown,idle,warm,unknown,unknown,unknown,1,unknown,unknown,unknown,gear,value_read,yes,pre_purge_valve,Assistant notes 1 is normal even in Park on this transmission; asked the owner to confirm Park and received no answer,[187],187,,,,1.0,,,,,,1,unknown,unknown
PART3-0019,2026-09-04,10:26-10:33,unknown,monitor_status,unknown,Monitor status since DTCs cleared. - Misfire,unknown,unknown,idle,warm,unknown,unknown,unknown,Completed,unknown,unknown,unknown,status,value_read,yes,pre_purge_valve,unknown,[183];[187],183,2026-09-04 22:26:11,EX01,0.0,,,,,,,1,pre_purge_valve,unknown
PART3-0020,2026-09-04,10:26-10:33,unknown,monitor_status,unknown,Monitor status since DTCs cleared. - Fuel System,unknown,unknown,idle,warm,unknown,unknown,unknown,Not completed,unknown,unknown,unknown,status,value_read,yes,pre_purge_valve,Blocks the on-board test results screen,[183];[187],183,2026-09-04 22:26:11,EX01,0.0,,,,,,,1,pre_purge_valve,unknown
PART3-0021,2026-09-04,10:26-10:33,unknown,monitor_status,unknown,Monitor status since DTCs cleared. - Catalyst,unknown,unknown,idle,warm,unknown,unknown,unknown,Not completed,unknown,unknown,unknown,status,value_read,yes,pre_purge_valve,Has not run since the codes were cleared,[183];[187],183,2026-09-04 22:26:11,EX01,0.0,,,,,,,1,pre_purge_valve,unknown
PART3-0022,2026-09-04,10:26-10:33,unknown,monitor_status,unknown,Monitor status since DTCs cleared. - Oxygen Sensor,unknown,unknown,idle,warm,unknown,unknown,unknown,Not completed,unknown,unknown,unknown,status,value_read,yes,pre_purge_valve,Has not run since the codes were cleared,[183];[187],183,2026-09-04 22:26:11,EX01,0.0,,,,,,,1,pre_purge_valve,unknown
PART3-0023,2026-09-04,unknown,unknown,value_read,unknown,Throttle position,PART3-0024,unknown,idle,warm,unknown,unknown,unknown,12.55,unknown,unknown,unknown,%,value_read,yes,pre_purge_valve,Different scale from Throttle Position Actually; assistant recorded not to compare the two,[190],190,,,,12.55,,,,,,1,unknown,unknown
PART3-0024,2026-09-04,unknown,unknown,value_read,unknown,Throttle Position Actually,PART3-0023,unknown,idle,warm,unknown,unknown,unknown,7.56,unknown,unknown,unknown,deg,value_read,yes,pre_purge_valve,Same butterfly as Throttle position but a different scale,[190],190,,,,7.56,,,,,,1,unknown,unknown
PART3-0025,2026-09-04,unknown,unknown,value_read,unknown,Evap. system vapor pressure,unknown,unknown,idle,warm,unknown,unknown,unknown,blank,unknown,unknown,unknown,unknown,value_read,no,pre_purge_valve,Comes back empty on this truck - do not request again,[190],190,,,,,,,,,,0,unknown,unknown
PART3-0026,2026-09-04,unknown,unknown,value_read,unknown,Oxygen sensor 1 Wide Range Current (mA),unknown,unknown,idle,warm,unknown,unknown,unknown,blank,unknown,unknown,unknown,mA,value_read,no,pre_purge_valve,Comes back empty on this truck,[190],190,,,,,,,,,,0,unknown,unknown
PART3-0027,2026-09-04,unknown,unknown,value_read,unknown,Oil Life %,unknown,unknown,idle,warm,unknown,unknown,unknown,blank,unknown,unknown,unknown,%,value_read,no,pre_purge_valve,Comes back empty on this truck,[190],190,,,,,,,,,,0,unknown,unknown
