time,"A/C pressure (kPa)","Air:fuel ratio ()","Average speed (km/h)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Gear (AT) ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Knock retard (°)","Lambda ()","Learned octane ()","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Power from MAF (hp)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Throttle position (%)","Throttle Position Actually (°)","Timing advance (°)","Variable camshaft actual advance #1 (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
03:19:03.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:04.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:04.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,,
03:19:04.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:04.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,,
03:19:04.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:04.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:04.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:04.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:04.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:04.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:04.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:04.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:04.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:04.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:04.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:04.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:04.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:04.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:05.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:05.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:05.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:05.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:05.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:05.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:05.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:05.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:05.570,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:05.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:05.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:05.831,,,,,,,,,,,550,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:19:05.922,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
03:19:06.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,
03:19:06.103,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,
03:19:06.192,,,,,1.1518768471174714,,,,,,,,0.0073753225613894646,0.011652,0.011652,0.011652,0.0074490757870033595,0.01176852,0.01176852,0.01176852,,4.506370184644453,,,,,,,3.39,,,4.068,,,,,,,,,
03:19:06.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.941176470588236,,,,,,
03:19:06.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,,,,,,,,,,,
03:19:06.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,,,,,,,,,,
03:19:06.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:06.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:06.796,,,,,,,,,,,548,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:19:06.826,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
03:19:06.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,
03:19:06.886,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,
03:19:06.916,,,,,1.1586725807287839,,,,,,,,0.007609800234870096,0.011886,0.011886,0.011886,0.007685898237218798,0.012004860000000001,0.012004860000000001,0.012004860000000001,,4.532956439421116,,,,,,,3.41,,,4.092,,,,,,,,,
03:19:06.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.941176470588236,,,,,,
03:19:06.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,,,,,,,,,,,
03:19:07.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.755,,,,,,,,,,
03:19:07.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:07.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:07.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:07.449,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:07.510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:19:07.600,,,,,,,,,,,551,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:19:07.690,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
03:19:07.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,
03:19:07.871,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,
03:19:07.961,,,,,1.1586725807287839,,,,,,,,0.007944821303133925,0.012221,0.012221,0.012221,0.008024269516165266,0.012343209999999999,0.012343209999999999,0.012343209999999999,,4.532956439421116,,,,,,,3.41,,,4.092,,,,,,,,,
03:19:08.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.941176470588236,,,,,,
03:19:08.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,,,,,,,,,,,
03:19:08.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.745,,,,,,,,,,
03:19:08.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,,
03:19:08.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:19:08.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:19:08.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:08.891,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:08.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:08.956,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:08.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:09.016,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:09.077,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:09.136,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:09.196,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:09.256,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:09.316,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:09.376,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:09.436,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:09.496,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:09.556,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:09.622,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:09.675,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:09.735,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:09.796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:09.856,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:09.915,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:09.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:09.975,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,,,,
03:19:10.035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,,,,
03:19:10.096,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:10.155,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:10.215,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:10.275,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:10.336,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:10.395,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:10.455,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:10.515,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:10.576,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:10.635,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:10.696,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:10.755,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:10.820,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:10.875,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:10.935,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:10.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:10.995,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.062,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.116,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.176,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.235,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.297,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.356,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.416,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.476,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.542,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.596,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.656,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.716,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:11.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:11.988,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,,
03:19:12.051,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:12.107,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:12.166,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:12.227,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:12.288,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:12.347,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:12.406,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:12.468,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:12.528,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:12.587,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:12.646,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:12.707,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:12.768,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:12.826,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:12.886,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:12.949,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:12.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.009,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.067,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.125,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.187,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.252,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.307,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.365,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.427,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:13.488,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.546,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.606,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.669,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:13.729,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:13.787,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:13.846,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:13.909,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:13.969,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:13.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:14.027,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:19:14.086,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:14.149,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:14.209,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:14.267,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:14.326,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:14.388,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:19:14.449,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:14.507,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:14.566,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:14.629,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:14.689,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:14.748,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:14.806,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:19:14.868,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03:19:14.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
